,Company,Link,Pitch,Joined,Location,Market,Website,Employees,Stage,Total_raised
3039,Crowdtap,https://angel.co/crowdtap,,Jul ’12,New York City,Advertising Platforms,corp.crowdtap.com,51-200,Series B,"$15,000,000"
3040,Bain Capital Ventures,https://angel.co/bain-capital-ventures,The best sales and biz dev platform a B2B startup could ask for.,Sep ’12,Boston,-,baincapitalventures.com,11-50,-,-
3041,Lerer Hippeau,https://angel.co/lerer-hippeau,The most active early-stage investor in NYC. ,Apr ’13,New York City,-,lererhippeau.com,11-50,-,-
3042,Phunware,https://angel.co/phunware,Everything You Need to Succeed on Mobile,Dec ’12,Austin,Mobile Advertising,phunware.com,51-200,Series E,"$78,420,000"
3043,Mail.Ru Group,https://angel.co/mail-ru-group,Russian communication portal,Aug ’12,Russia,Curated Web,mail.ru,-,-,"$165,000,000"
3044,British Telecom,https://angel.co/british-telecom,,Jan ’12,-,-,bt.com,-,-,-
3045,Next New Networks,https://angel.co/next-new-networks,A new kind of media company.,Jun ’12,New York City,Video Streaming,nextnewnetworks.com,1-10,Acquired,"$27,063,781"
3046,Warburg Pincus,https://angel.co/warburg-pincus,,Jan ’12,New York City,-,warburgpincus.com,-,-,-
3047,Mobli,https://angel.co/mobli,"Mobli is a photo & video sharing app based on subjects, places and people",May ’13,Tel Aviv-Yafo,Real Time,mobli.com,1-10,Series A,"$86,045,000"
3048,Joyus,https://angel.co/joyus,,Jun ’15,San Francisco,E-Commerce,joyus.com,-,,"$43,400,000"
3049,interclick,https://angel.co/interclick,,Jul ’12,New York City,Advertising,interclick.com,-,Acquired,"$288,100,000"
3050,Bitdefender,https://angel.co/bitdefender,Top Antivirus Technology,Sep ’12,Bucharest,Software,bitdefender.com,-,,"$7,000,000"
3051,Bullhorn,https://angel.co/bullhorn,,Sep ’12,Boston,Staffing Firms,bullhorn.com,,Series C,"$27,500,000"
3052,Borealis Ventures,https://angel.co/borealis-ventures,,Sep ’14,Hanover,-,borealisventures.com,,-,-
3053,App Annie,https://angel.co/app-annie,Build a better app business.,Feb ’13,San Francisco,App Stores,appannie.com,201-500,Series E,"$140,000,000"
3054,LeadGenius,https://angel.co/leadgenius,,Jul ’12,Berkeley,Crowdsourcing,leadgenius.com,11-50,Series B,"$22,200,000"
3055,TPG Capital,https://angel.co/tpg-capital,,Jan ’12,Austin,-,tpg.com,-,-,-
3056,Sparkroom,https://angel.co/sparkroom,Marketing automation for schools,May ’12,Toronto,-,sparkroom.com,-,Acquired,"$4,000,000"
3057,Dyn,https://angel.co/dyn,Cloud-Based Internet Performance,Aug ’12,Manchester,Cloud Infrastructure,dyn.com,201-500,Series B,"$88,000,000"
3058,MK Capital,https://angel.co/mk-capital,,Jan ’12,Northbrook,-,mkcapital.com,-,-,-
3059,Alpha,https://angel.co/alpha-2,Private networking group for those passionate about the web,Jan ’12,Menlo Park,E-Commerce,Website,-,-,-
3060,Mesmo,https://angel.co/mesmo-tv,,Feb ’17,San Francisco,Games,mesmo.tv,1-10,Acquired,"$900,000"
3061,UFOstart AG,https://angel.co/ufostart,Crowdsourcing lean startups with investors and experts and customers.,May ’13,Berlin,Crowdsourcing,ufostart.com,11-50,,"$1,000,000"
3062,GrandBanks Capital,https://angel.co/grandbanks-capital,,Feb ’14,Wellesley,-,GrandBanksCapital.com,-,-,-
3063,T5 Capital,https://angel.co/t5-capital,,Mar ’12,New York City,-,t5capital.com,1-10,-,-
3064,Betable,https://angel.co/betable,Legally add real-money gambling to your games.,Feb ’12,San Francisco,Gambling,developers.betable.com,11-50,Series A,"$18,500,000"
3065,Ubersense,https://angel.co/ubersense-1,Ubersense is a mobile app that helps people improve at sports through video coaching.,Sep ’12,Boston,Health and Wellness,ubersense.com,1-10,Acquired,"$1,150,000"
3066,GramercyOne,https://angel.co/gramercyone,,Sep ’12,-,-,gramercyone.com,-,Series A,"$14,500,000"
3067,Luminate,https://angel.co/luminate,,Jan ’12,Mountain View,-,luminate.com,-,Acquired,"$28,450,000"
3068,Happiness Engines,https://angel.co/happiness-engines,,Jun ’12,-,-,happinessengines.com,-,-,-
3069,ChickRx,https://angel.co/chickrx,Wellness Advice & Coaching,Jun ’12,San Francisco,Women-Focused,chickrx.com,1-10,-,"$540,000"
3070,Wimdu,https://angel.co/wimdu,Simply Better than a Hotel,Jan ’14,Berlin,Vacation Rentals,wimdu.com,201-500,Series A,"$90,000,000"
3071,Onestop Internet,https://angel.co/onestop-internet,Full-spectrum outsourced retail e-commerce development and management.,Jul ’12,-,E-Commerce,onestop.com,201-500,Series B,"$22,450,000"
3072,InContext Solutions,https://angel.co/incontext-solutions,,Dec ’12,Chicago Heights,Software,incontextsolutions.com,-,,"$36,200,000"
3073,Chirpme,https://angel.co/chirpme-1,,Oct ’12,-,Online Dating,,11-50,Acquired,-
3074,Cinchcast,https://angel.co/cinchcast,,Jun ’12,New York City,Video Streaming,cinchcast.com,1-10,-,"$7,300,000"
3075,Campaign Monitor,https://angel.co/campaign-monitor,Send beautiful email newsletters.,Jun ’13,Sydney,Email Newsletters,campaignmonitor.com,51-200,,"$250,000,000"
3076,Mintigo,https://angel.co/mintigo,,Jun ’13,San Mateo,Lead Generation,mintigo.com,-,Series D,"$34,000,000"
3077,Passion Capital,https://angel.co/passion-capital,,Jan ’12,London,Venture Capital,passioncapital.com,1-10,-,-
3078,BlueSprig,https://angel.co/bluesprig,mobile security software,Mar ’12,San Francisco,Software,bluesprig.com,-,Series A,"$10,000,000"
3079,Maker Studios,https://angel.co/maker-studios,TV meets Youtube,Mar ’15,Los Angeles,Content,makerstudios.com,201-500,,"$526,000,000"
3080,Cantaloupe Systems,https://angel.co/cantaloupe-systems,Cloud and Mobile Solutions for Vending Operators,May ’14,San Francisco,B2B,cantaloupesys.com,51-200,Series C,"$12,400,000"
3081,Nanotronics Imaging,https://angel.co/nanotronics-imaging-2,,Mar ’12,-,-,,-,Series D,"$37,000,000"
3082,Ionic Security,https://angel.co/ionic-security,The Unified Data and Mobility Security Platform,Dec ’12,Atlanta,Enterprise Security,ionicsecurity.com,1-10,Series C,"$120,000,500"
3083,Delectable,https://angel.co/delectable,,May ’12,-,-,delect,11-50,Acquired,"$3,000,000"
3084,Connect Ventures,https://angel.co/connect-ventures,Where Product Founders Fit,Mar ’12,London,Early-Stage Technology,connectventures.co,1-10,-,-
3085,XSeed Capital,https://angel.co/xseed-capital,Seed-stage venture capital firm,Oct ’12,-,-,xseedcap.com,1-10,-,-
3086,younity (Entangled Media Corp.),https://angel.co/entangled-media,"All your music, videos, photos and documents on all your devices, regardless of storage.",May ’12,Boulder,Cloud Data Services,getyounity.com,11-50,Series A,"$12,830,000"
3087,Timehop,https://angel.co/timehop,NYC's fastest growing mobile startup -- building the future of the past,Mar ’13,New York City,Photography,timehop.com,11-50,Series B,"$14,118,000"
3088,African News Innovation Challenge,https://angel.co/african-news-innovation-challenge,Africa's largest fund for digital journalism,Feb ’12,-,East Africa,africannewschallenge.org,1-10,-,-
3089,Brooklyn Bridge Ventures,https://angel.co/brooklyn-bridge-ventures,"Early Stage, Pre-Seed, and Seed Investments in New York City",Feb ’13,New York City,-,brooklynbridge.vc,1-10,-,-
3090,GetGoing,https://angel.co/getgoing,,Nov ’12,Redwood City,Online Travel,getgoing.com,11-50,-,-
3091,Sqor Sports,https://angel.co/sqor-sports,"Sqor Sports is a social platform designed for engagement between fans, teams, and athletes",Jan ’12,San Francisco,Mobile Advertising,Sqor.com,11-50,,"$4,000,000"
3092,Pipewise,https://angel.co/pipewise,,Jul ’12,San Francisco,CRM,pipewise.com,-,Series A,"$3,500,000"
3093,Artspace,https://angel.co/artspace,,Feb ’12,New York City,E-Commerce,artspace.com,-,Series B,"$12,200,000"
3094,Anchor Intelligence,https://angel.co/anchor-intelligence,,Feb ’12,Mountain View,Advertising,anchorintelligence.com,-,Series B,"$6,000,000"
3095,Xoom,https://angel.co/xoom-1,,Aug ’15,San Francisco,P2P Money Transfer,xoom.com,-,IPO,"$78,029,000"
3096,Ebuzzing,https://angel.co/ebuzzing,THE GLOBAL EXPERTS IN VIDEO ADVERTISING,Jul ’12,Paris,Online Video Advertising,ebuzzing.com,201-500,-,"$46,300,000"
3097,Fancy,https://angel.co/fancy,"Discover amazing stuff, collect the things you love, buy it all in one place. ",Jun ’13,New York City,Shopping,fancy.com,51-200,Series D,"$117,400,000"
3098,ZYB,https://angel.co/zyb,,Jun ’12,Copenhagen,-,zyb.com,-,Acquired,-
3099,TrustedID,https://angel.co/trustedid,,Feb ’12,Redwood City,Security,trustedid.com,-,Acquired,"$25,000,000"
3100,Burner,https://angel.co/burner,Next-generation phone numbers for privacy and identity in the mobile world,Apr ’12,Los Angeles,Telephony,burnerapp.com,1-10,Series A,"$2,000,000"
3101,Surf Air,https://angel.co/surf-air,All-you-can-fly private airline,Aug ’12,Santa Monica,Hospitality,surfair.com,11-50,Series B,"$80,890,000"
3102,mom trusted,https://angel.co/mom-trusted,Social marketplace for early education and care,Mar ’12,Menlo Park,Local Services,momtrusted.com,1-10,-,"$1,000,000"
3103,Ignighter,https://angel.co/ignighter,,Feb ’12,-,-,ignighter.com,-,Series A,"$4,215,000"
3104,Airtime,https://angel.co/airtime,All Together Now,Jan ’13,Brooklyn,Messaging,airtime.com,11-50,-,"$41,750,000"
3105,Cherry,https://angel.co/cherry,,Jun ’12,San Francisco,Automotive,cherry.com,-,Series A,"$5,250,000"
3106,Chloe + Isabel,https://angel.co/chloe-isabel,Social retail for the next generation of entrepreneurs,Feb ’13,New York City,Jewelry,chloeandisabel.com,51-200,-,"$29,200,000"
3107,Buysight,https://angel.co/buysight,,Feb ’12,Palo Alto,Advertising,buysight.com,-,Series B,"$24,030,000"
3108,AdKeeper,https://angel.co/adkeeper,,Feb ’12,New York City,Advertising,adkeeper.com,-,Series B,"$43,000,000"
3109,Lover.ly,https://angel.co/lover-ly-1-deleted,,Feb ’12,-,-,Lover.ly,-,Series A,"$6,500,000"
3110,Photobucket,https://angel.co/photobucket-1,,Jul ’17,Palo Alto,Photography,photobucket.com,-,-,"$16,700,000"
3111,Tango,https://angel.co/tango-3,,Feb ’12,Palo Alto,-,tango.me,-,Series D,"$327,000,000"
3112,Good Eggs,https://angel.co/good-eggs,"Absurdly fresh groceries, delivered. ",Sep ’13,San Francisco,Groceries,goodeggs.com,201-500,Series B,"$44,500,000"
3113,Cuyana,https://angel.co/cuyana,"Fewer, Better Things",Feb ’12,San Francisco,Fashion,cuyana.com,11-50,Seed,"$1,700,000"
3114,Datalogix,https://angel.co/datalogix,,Feb ’12,Westminster,Advertising,datalogix.com,-,Acquired,"$86,500,000"
3115,Blumberg Capital,https://angel.co/blumberg-capital,,Feb ’12,San Francisco,-,blumbergcapital.com,11-50,-,-
3116,Red Robot Labs,https://angel.co/red-robot-labs-1,Location games and platform,Feb ’12,Mountain View,Location Based Services,redrobot.com,-,Series A,"$10,500,000"
3117,Lexity,https://angel.co/lexity,Advertising on Autopilot.,Mar ’12,Mountain View,Small and Medium Businesses,lexity.com,1-10,Acquired,"$5,700,000"
3118,Nuxeo,https://angel.co/nuxeo,Content Management Platform for Business Applications,Mar ’12,New York City,Open Source,nuxeo.com,51-200,,"$36,550,000"
3119,DueDil,https://angel.co/duedil,The data backbone of business,Mar ’12,London,B2B,duedil.com,51-200,Series A,"$22,000,000"
3120,AOL,https://angel.co/aol,,Feb ’12,New York City,Advertising Platforms,aol.com,-,,"$1,000,000,000"
3121,Treehouse,https://angel.co/treehouse,"Effective, affordable  tech education",Nov ’12,Portland,Training,teamtreehouse.com,51-200,Series B,"$12,350,000"
3122,Wikimedia Foundation,https://angel.co/wikimedia-foundation,Imagine a world in which every single human can freely share in the sum of all knowledge.,Jul ’13,San Francisco,Open Source,wikimediafoundation.org,201-500,-,"$82,200,000"
3123,Hint Water,https://angel.co/hint-water,Hint helps people drink more water rather than beverages with added junk.,Apr ’14,San Francisco,Lifestyle Products,drinkhint.com,51-200,-,-
3124,Amplify.LA,https://angel.co/amplifyla,Amplify backs LA's strongest teams at the earliest stages,May ’12,Los Angeles,SaaS,amplify.la,1-10,-,-
3125,"Bark & Co (BarkBox, BarkPost, BarkShop)",https://angel.co/bark-co-barkbox-barkpost-barkshop,Making dogs happy.,Apr ’12,Columbus,Pets,barkbox.com,51-200,Series B,"$91,725,000"
3126,Apptopia,https://angel.co/apptopia,Quantcast for Apps. Accurate market intelligence on the global app ecosystem.,May ’12,Boston,Big Data Analytics,apptopia.com,51-200,Seed,"$6,005,000"
3127,Unsubscribe.com,https://angel.co/unsubscribe-com,,Feb ’12,Santa Monica,Curated Web,unsubscribe.com,-,Acquired,"$2,100,000"
3128,Experience Project,https://angel.co/experience-project,,Jul ’12,San Francisco,Analytics,experienceproject.com,1-10,Series D,"$9,600,000"
3129,SGN (Social Gaming Network),https://angel.co/sgn-social-gaming-network,,Apr ’14,Los Angeles,Games,sgn.com,51-200,,"$149,600,000"
3130,The Extraordinaries,https://angel.co/the-extraordinaries,,Feb ’12,San Francisco,Business Services,BeExtra.org,-,Seed,"$1,100,000"
3131,Nimble CRM,https://angel.co/nimble-crm,,Feb ’12,Santa Monica,-,nimble.com,-,Seed,"$3,000,000"
3132,AdGrok,https://angel.co/adgrok,,Dec ’12,San Francisco,Advertising,adgrok.com,-,Acquired,"$470,000"
3133,WeShop,https://angel.co/weshop,,Jul ’13,New York City,Curated Web,weshop.com,-,-,"$5,750,000"
3134,VitaPortal,https://angel.co/vitaportal,Provider of Personalized Real-time Healthcare Information,Jul ’12,Moscow,Mobile Advertising,vitaportal.ru,11-50,-,"$4,350,000"
3135,webmynd,https://angel.co/webmynd,,Sep ’13,San Francisco,-,webmynd.com,-,Seed,"$604,400"
3136,TakeLessons,https://angel.co/takelessons,"Online Marketplace for Performing Arts, Languages and Tutoring",May ’13,San Diego,Edtech,takelessons.com,51-200,Series C,"$18,800,000"
3137,MOVL,https://angel.co/movl,Connecting Mobile Devices and SmartTVs,Jun ’12,Atlanta,Social Television,movl.com,-,Acquired,-
3138,Zecco,https://angel.co/zecco,"Zecco offered quite possibly the best value in online investing, from 2006 to 2012.",Sep ’12,San Francisco,Trading,zecco.com,-,Acquired,"$310,000,000"
3139,Red Robot Labs,https://angel.co/red-robot-labs-1,Location games and platform,Feb ’12,Mountain View,Location Based Services,redrobot.com,-,Series A,"$10,500,000"
3140,AirPR,https://angel.co/airpr,"AirPR is a PRTech company that provides analytics, insights, and measurement solutions",Feb ’12,San Francisco,Public Relations,airpr.com,1-10,Series B,"$10,000,000"
3141,Glynn Capital Management,https://angel.co/glynn-capital-management,,May ’17,Menlo Park,-,glynncapital.com,-,-,-
3142,Lyst,https://angel.co/lyst,Fashion Marketplace & Data Platform,Feb ’12,London,Comparison Shopping,Lyst.com,51-200,Series C,"$60,500,000"
3143,Drawn to Scale,https://angel.co/drawn-to-scale,"The first SQL and MongoQL database for Big Data Applications, built on Hadoop",Oct ’12,San Francisco,Databases,drawntoscale.com,1-10,-,"$925,000"
3144,CarWoo!,https://angel.co/carwoo-1,,Oct ’13,San Francisco,Auto,carwoo.com,1-10,Series B,"$10,820,000"
3145,Simple Finance Technology,https://angel.co/simple-finance-technology,,Feb ’12,Portland,-,simple.com,-,Series B,"$13,090,000"
3146,Worldly Developments,https://angel.co/worldly-developments,,Feb ’12,San Francisco,Real Time,worldlydevelopments.com,-,Seed,"$800,000"
3147,Nowbox,https://angel.co/nowbox,,May ’12,San Francisco,Mobile,nowbox.com,-,Seed,-
3148,The Climate Corporation,https://angel.co/the-climate,,Jul ’12,San Francisco,Risk Management,climate.com,1-10,Acquired,"$1,038,900,000"
3149,Ze Frank Games,https://angel.co/ze-frank-games-2,,Feb ’12,Los Angeles,-,-,-,Acquired,"$500,000"
3150,RecordSetter,https://angel.co/recordsetter,"""the Wikipedia of world records"" - Wired",May ’12,Los Angeles,Social Games,recordsetter.com,1-10,,"$1,600,000"
3151,Enernetics,https://angel.co/enernetics,,Feb ’12,Cambridge,Software,enernetics.com,-,Seed,-
3152,Marketcetera,https://angel.co/marketcetera,,Dec ’12,San Francisco,Software,marketcetera.com,-,Series A,"$4,000,000"
3153,GoChime,https://angel.co/gochime,Social Marketing Automation ,Aug ’12,New York City,Email Marketing,gochime.com,1-10,Acquired,"$1,750,000"
3154,Extension Entertainment,https://angel.co/extension-entertainment,Social Music Discovery @Exfm,Jul ’13,New York City,Curated Web,ex.fm,1-10,Acquired,"$2,750,000"
3155,Bloom Studio,https://angel.co/bloom-studio,,Jul ’13,-,-,bloom.io,-,Seed,-
3156,Shop Hers,https://angel.co/shop-hers,An International peer to peer luxury marketplace.,Mar ’12,Los Angeles,Fashion,Shop-Hers.com,1-10,Acquired,"$3,500,000"
3157,TastemakerX,https://angel.co/tastemakerx,"Curate, listen to and share music collections of the artists you love",Mar ’12,San Francisco,Games,tastemakerx.com,1-10,Series B,"$3,050,000"
3158,FanChatter,https://angel.co/fanchatter,Turn Your Crowd On.,Mar ’12,Minneapolis,Sports Stadiums,fanchatter.com,1-10,Seed,"$20,000"
3159,NewHive,https://angel.co/newhive,THE MULTI MEDIA PUBLISHING PLATFORM,Mar ’12,San Francisco,Publishing,newhive.com,1-10,-,"$775,000"
3160,Markupwand,https://angel.co/markupwand,Convert Photoshop files to beautiful HTML and CSS like magic (YC S12),May ’12,Mountain View,Web Design,markupwand.com,-,-,-
3161,Sunglass,https://angel.co/sunglass,Design Together,Apr ’12,San Francisco,Product Design,sunglass.io,-,Seed,"$1,800,000"
3162,Octavian Ventures,https://angel.co/octavian-ventures,Seed capital Angel Fund,Dec ’13,Las Vegas,Pre Seed,octavianventures.com,1-10,Series A,"$15,000,000"
3163,ShopLocket,https://angel.co/shoplocket,The easiest way to start collecting pre-orders.,Feb ’12,Toronto,Mobile Commerce,shoplocket.com,11-50,Acquired,"$1,000,000"
3164,Minbox,https://angel.co/minbox,Changing the way you work,Mar ’12,San Francisco,File Sharing,minbox.com,1-10,Seed,-
3165,Metail,https://angel.co/metail,Virtual fittingroom technology for fashion retailers,Feb ’12,London,Retail Technology,metail.com,11-50,,"$24,886,349"
3166,Wanderable,https://angel.co/wanderable,Register for adventure. Live for love. ,May ’12,Redwood City,Weddings,wanderable.com,1-10,Acquired,-
3167,RayV,https://angel.co/rayv,,Feb ’12,New York City,Peer-to-Peer,rayv.com,-,-,"$16,000,000"
3168,Appy Couple,https://angel.co/appy-couple,Social events platform to manage and share your private celebratory events,Apr ’12,New York City,Mobile Commerce,appycouple.com,1-10,-,"$2,725,000"
3169,Laconia Ventures,https://angel.co/laconia-ventures,Early-stage NYC based VC  focused on IT,Feb ’12,New York City,-,laconiaventures.com,-,-,-
3170,Virtrue,https://angel.co/virtrue,"Verified identity - accurate, instantaneous, used wherever transactions occur.",Sep ’12,San Francisco,Fraud Detection,Website,1-10,-,-
3171,Mint,https://angel.co/mint,,Feb ’12,Mountain View,Finance,mint.com,-,Acquired,"$201,775,000"
3172,Sofa Labs,https://angel.co/sofa-labs,,Feb ’12,San Mateo,Social Media,sofalabs.com,-,Series A,"$1,200,000"
3173,Solve Media,https://angel.co/solve-media,Really great advertising,Feb ’12,-,-,solvemedia.com,-,Series A,"$4,000,000"
3174,Versly,https://angel.co/versly,,Nov ’14,San Francisco,Presentations,versly.com,-,Acquired,-
3175,Fab,https://angel.co/fab,,Feb ’12,New York City,Apps,fab.com,-,Series C,"$336,325,000"
3176,Funny Or Die,https://angel.co/funny-or-die,,Feb ’13,San Mateo,Celebrity,funnyordie.com,51-200,,"$18,000,000"
3177,Slice,https://angel.co/slice-1,,Oct ’13,Palo Alto,Curated Web,slice.com,11-50,-,"$38,000,000"
3178,Scripted.com,https://angel.co/scripted-com,,Feb ’12,San Francisco,-,scripted.com,-,Series B,"$9,850,000"
3179,TripleLift,https://angel.co/triplelift,Programmatic Native Advertising,Apr ’12,London,Native Advertising,triplelift.com,51-200,Series B,"$16,625,000"
3180,Sourcery Technologies,https://angel.co/sourcery-technologies,,Jul ’16,-,-,-,-,,"$5,000,000"
3181,Armory,https://angel.co/armory,"Ship Better Software, Faster",Sep ’16,San Mateo,Developer Tools,armory.io,11-50,-,-
3182,Techmate,https://angel.co/techmate,Your Technology Concierge (YC S16),Jul ’16,San Francisco,Tech Field Support,jointechmate.com,1-10,-,-
3183,Aella Credit,https://angel.co/aella-credit,Instant Credit Solutions for Africans,Aug ’16,San Francisco,-,aellacredit.com,11-50,-,-
3184,Flutterwave,https://angel.co/flutterwave,,Aug ’16,-,-,flutterwave.com,-,Seed,-
3185,Vulcun,https://angel.co/vulcun-2,,Sep ’16,-,-,-,-,Series A,"$12,000,000"
3186,SV Liquidity,https://angel.co/hf-liquidity,Fund providing access to IPO opportunities,Oct ’16,San Francisco,B2B,svlq.io,1-10,-,-
3187,Tetra (YC W17),https://angel.co/tetra,AI notetaker for meetings,Mar ’17,San Francisco,Speech Recognition,asktetra.com,1-10,-,-
3188,Zipline International,https://angel.co/zipline-international-1,,Jun ’17,-,-,,51-200,Series B,"$25,000,000"
3189,Subdream Studios,https://angel.co/subdream-studios,Social VR Game,Nov ’16,San Mateo,Augmented Reality,subdreamstudios.com,1-10,-,-
3190,Stedi,https://angel.co/stedi,Platform to automate billions of dollars in transactions between retailers and suppliers.,Dec ’16,Boulder,B2B,stedi.com,1-10,Seed,"$3,700,000"
3191,Magnar,https://angel.co/magnar,Portuguese food-ordering marketplace,Jan ’17,Lisbon,Mobile Commerce,magnarapp.com,-,-,-
3192,Princeton Ventures,https://angel.co/princeton-ventures,Princeton Ventures leads growth equity investments of $10 million to over $100 million.,Jan ’17,Princeton,Technology,princetonventures.com,1-10,-,-
3193,hulu - Beijing,https://angel.co/hulu-beijing, American subscription video on demand service,Jan ’17,Beijing,TV Production,hulu.com,-,-,-
3194,Kylie.ai,https://angel.co/kylieai,Automating Enterprise Conversations Through Cloning Technology,Jan ’17,San Francisco,SaaS,kylie.ai,1-10,-,-
3195,Distributed Systems,https://angel.co/cleargraphinc,OS for dapps,Jan ’17,San Francisco,Identity,distributedsystems.com,1-10,-,-
3196,Clipboard Health (YC W2017),https://angel.co/clipboardhealth,We help nurses find jobs they love. ,Mar ’17,San Francisco,Marketplaces,clipboardhealth.com,1-10,-,-
3197,Chowbotics,https://angel.co/chowbotics,Robots for food service,Mar ’17,Redwood City,Restaurants,chowbotics.com,11-50,Seed,"$6,300,000"
3198,KF20 Capital,https://angel.co/kf20-capital,,Apr ’17,San Francisco,-,,,-,-
3199,WPP Ventures,https://angel.co/wpp-ventures,WPP's Strategic Corporate Venture Fund,Apr ’17,London,Retail Technology,wppventures.com,,-,-
3200,SALIDO,https://angel.co/salido,restaurant Operating System (rOS),Sep ’12,New York City,Hospitality,salido.com,11-50,,"$5,000,000"
3201,Headout,https://angel.co/headout,Experience the world on-demand,Feb ’14,San Francisco,Mobile Commerce,headout.com,51-200,Seed,"$1,800,000"
3202,HDS Capital,https://angel.co/hds-capital,"HDS invests in and mentors startups at the intersection of technology, retail and fashion.",Oct ’14,New York City,Brand Marketing,hdscapital.com,1-10,-,-
3203,Sourcery,https://angel.co/sourcery,Mint.com + Mint Bills for Business,Oct ’14,San Francisco,Wholesale,getsourcery.com,11-50,Series A,"$7,500,000"
3204,uMake,https://angel.co/umake,set your ideas free,Oct ’14,San Francisco,Product Design,umake.xyz,1-10,Seed,"$5,200,000"
3205,Pana,https://angel.co/pana,Modern corporate travel platform,Oct ’14,Denver,Mobile Commerce,pana.com,11-50,Seed,"$1,550,000"
3206,WorkBright,https://angel.co/workbright,Onboarding HR paperwork without the paper. Or the work.,Oct ’14,Boulder,B2B,workbright.com,1-10,-,-
3207,Ravti,https://angel.co/ravti,HVAC Management Platform for Commercial Real Estate,Oct ’14,Tampa,SaaS,ravti.com,1-10,-,-
3208,Lassy Project,https://angel.co/lassy-project-1,Find Lost Children. Faster.,Oct ’14,The Woodlands,Europe,lassyproject.com,,-,-
3209,MileIQ,https://angel.co/mileiq,The #1 mileage logging service.,Oct ’14,Redmond,Business Services,mileiq.com,51-200,Acquired,"$14,000,000"
3210,Rebag,https://angel.co/rebagg,Endless access to luxury handbags,Oct ’14,New York City,Collaborative Consumption,rebag.com,51-200,Series B,"$28,300,000"
3211,Vault12,https://angel.co/vault12,"Distributed, decentralized and serverless digital custody for all your cryptocurrency.",Nov ’14,Mountain View,Blockchains,vault12.com,1-10,-,-
3212,Smarking,https://angel.co/smarking,Data Analytics for Parking,Dec ’14,San Francisco,Predictive Analytics,smarking.com,11-50,Seed,"$3,000,000"
3213,Wootric,https://angel.co/wootric,Measure and boost customer happiness.,Oct ’14,San Francisco,B2B,wootric.com,11-50,Seed,"$2,600,000"
3214,Kickback,https://angel.co/kickback,,Mar ’15,San Francisco,Skill Gaming,kickback.com,11-50,-,-
3215,YesPath,https://angel.co/yespath,SaaS for Account Based Marketing,Dec ’14,San Francisco,Marketing Automation,yespath.com,1-10,Seed,"$1,700,000"
3216,Boxed,https://angel.co/boxed,Online Wholesale,Dec ’14,New York City,E-Commerce,boxed.com,51-200,Series C,"$132,600,000"
3217,Xfers,https://angel.co/xfers,Internet Banking Payment System,Jun ’15,Singapore,Payments,xfers.com,1-10,Seed,"$2,500,000"
3218,Swell,https://angel.co/swellapp,The to-do list that literally works for you.,Aug ’15,New York City,Productivity Software,tryswell.com,1-10,-,-
3219,Percolata,https://angel.co/percolata,Sense-able Retail Staffing,Jan ’15,Palo Alto,-,percolata.com,,Seed,"$5,000,000"
3220,Flow Labs,https://angel.co/flow-labs,Smarter water management for commercial real estate; Forbes 30 Under 30 - Energy,Nov ’15,Sunnyvale,Water,flowlabs.com,1-10,Seed,"$852,000"
3221,datawire.io,https://angel.co/datawire-io,microservices,Nov ’14,San Francisco,Cloud Infrastructure,datawire.io,11-50,-,-
3222,SUNDAR,https://angel.co/sundar-6,SaaS Sourcing for Apparel Industry,Nov ’14,New York City,B2B,sundar.io,11-50,,"$1,300,000"
3223,Outreach,https://angel.co/outreach,Sales Engagement Platform,Nov ’14,Tampa,Sales Automation,outreach.io,201-500,Series C,"$59,000,000"
3224,Requested,https://angel.co/requested,Dine and dash in style,Mar ’15,Sacramento,Hospitality,requestedapp.com,1-10,Acquired,"$845,000"
3225,Evertoon,https://angel.co/evertoon,Make 3D animated movies starring celebrities,Nov ’14,San Francisco,Mobile Video,evertoon.com,1-10,Acquired,"$1,700,000"
3226,Super,https://angel.co/super,Subscription service provides care & repair for your home,Nov ’14,San Francisco,Local Based Services,hellosuper.com,11-50,Seed,"$3,600,000"
3227,Reveal,https://angel.co/reveal-4,"The ""Ask Me Anything"" social network using cryptocurrency to transform social media",Dec ’14,San Francisco,Photo Sharing,reveal.me,1-10,Seed,"$1,500,000"
3228,BBG Ventures,https://angel.co/bbg-ventures,An early stage venture capital fund,Nov ’14,New York City,Curated Web,Website,,-,-
3229,TetraScience,https://angel.co/tetrascience,Data platform for life sciences,Sep ’15,Boston,Technology,tetrascience.com,11-50,Series A,"$10,000,000"
3230,Far East Ventures,https://angel.co/far-east-ventures,,Dec ’14,Singapore,Technology,fareast.ventures,,-,-
3231,Chai,https://angel.co/chai,Biotechnology for the Real World,Dec ’14,Santa Clara,Synthetic Biology,chaibio.com,11-50,Seed,"$2,800,000"
3232,Kindly Care,https://angel.co/kindly-care,Marketplace for senior home care,Jan ’15,San Francisco,Marketplaces,kindlycare.com,51-200,Seed,"$4,100,000"
3233,Brainchild & Co.,https://angel.co/brainchild-1,Building services and products for consumers,Jan ’15,New York City,Beauty,brainchild.co,11-50,-,-
3234,Jobsinthemoney,https://angel.co/jobsinthemoney,,Jan ’15,-,-,-,-,-,-
3235,OneEleven,https://angel.co/oneeleven-111,Post-Seed Stage Tech Accelerator,Mar ’15,Toronto,Technology,oneeleven.com,1-10,-,-
